Response ID,Response Time,Q1: Respect,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Helpfulness,Q3 Select Index,Q3 Comment,Q4: Instructor Overall,Q4 Select Index,Q4 Comment,Q5: Organization,Q5 Select Index,Q5 Comment,Q6: Clear Expectations,Q6 Select Index,Q6 Comment,Q7: Content Usefulness,Q7 Select Index,Q7 Comment,Q8: Assignment Value,Q8 Select Index,Q8 Comment,Q9: Feedback,Q9 Select Index,Q9 Comment,Q10: Use of Technology,Q10 Select Index,Q10 Comment,Q11: Learning Climate,Q11 Select Index,Q11 Comment,Q12: Course Overall,Q12 Select Index,Q12 Comment,Q13: Expected Grade,Q13 Select Index,Q13 Comment,Q14: Required or Elective,Q14 Select Index,Q14 Comment,Q15: Workload,Q15 Select Index,Q15 Comment,Q16: Course Strengths,Q16 Select Index,Q16 Comment,Q17: Course Weaknesses,Q17 Select Index,Q17 Comment,Q18: Improvements to be Made,Q18 Select Index,Q18 Comment
280385,2017-07-12T14:29:44,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Disagree,1,It would be beneficial to add feedback on the mistakes we did on the Excel portions. It would be more helpful than the generic mistakes that were on assignments.,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,,,,,,,
280384,2017-07-12T14:15:48,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Disagree,1,,Neutral,2,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,Less than 10 hours,1,,,,"materials were presented in an organized manner 
concepts were not too confusing to understand",,,materials could be graded a bit faster,,,
280383,2017-07-12T14:07:28,Strongly Agree,4,,Strongly Agree,4,,,,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,,,I didn't receive any feedback other than grades.,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Above 90,5,,Elective,1,,Much less than 10 hours,0,,,,The assignments force you to apply what you learned that week.,,,,,,"I would have liked more instruction on how to start some of the HTML/CSS assignments. I figured it out on my own, but it was stressful not knowing how to start an assignment."
280382,2017-07-12T14:00:36,Agree,3,,Agree,3,,Strongly Agree,4,,Neutral,2,,Strongly Agree,4,,Agree,3,,Agree,3,,Strongly Agree,4,,Neutral,2,,Agree,3,,Agree,3,,Strongly Agree,4,,80-90,4,,Required,0,,Around 10 hours,2,,,,The lecture videos were amazing. They were engaging and very helpful.  The assignments really helped to show if I understood the content or not and I liked how there were different types of assignments for each module. The ISA's are amazing. They respond to emails fast and did everything they could to help me.,,,Assignment feedback wasn't quick enough.,,,Give quicker assignment feedback so I can use the feedback for assignments.
280381,2017-07-12T13:31:04,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Neutral,2,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Above 90,5,,Elective,1,,Less than 10 hours,1,,,,Very applicable knowledge being taught. Lecture videos were clear and concise. Assignments were relevant and useful.,,,I think less Excel and more web design could be a more useful/applicable/interesting skill,,,"Some type of practice question or sample exam to prepare for the final as it is odd going from everything being online (lectures, assignments, quizzes, etc.) and being about computer programs (ex. Excel) to a fully written exam.
***this could still be on its way so sorry if you did provide this before the final!***"
280380,2017-07-12T11:56:43,Neutral,2,,Neutral,2,,Neutral,2,,Disagree,1,,Agree,3,,Neutral,2,,Neutral,2,,Agree,3,,Strongly Disagree,0,,Neutral,2,,Neutral,2,,Disagree,1,,80-90,4,,Required,0,,Much less than 10 hours,0,,,,,,,"write comments with our assignments giving students feedback, and not just a grade (without explaining where we lost the marks)",,,
280379,2017-07-12T11:20:12,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Above 90,5,,Elective,1,,Less than 10 hours,1,,,,,,,,,,
280378,2017-07-12T11:14:35,Strongly Agree,4,,,,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,Multiple examples. Assignments that related well to help build on my learning.,,,,,,
280377,2017-07-12T10:47:42,Agree,3,,Agree,3,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,70-80,3,,Elective,1,,Around 10 hours,2,,,,,,,,,,
280376,2017-07-11T20:17:35,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,70-80,3,,Elective,1,Course modules and lessons need more info! Some lessons ie. HTML and CSS are vague and hard to apply in assignments without individual self-teaching and googling. Lessons need to be more detailed and need to explain concepts more in depth with more examples.,Less than 10 hours,1,,,,-Course materials are very well organized and easy to find,,,Some modules and lessons are not detailed enough and are merely an overview that teach no real skill when it comes time to do assignment and apply concepts.,,,Add more content to lessons.
