Response ID,Response Time,Q1: Respect,Q1 Select Index,Q1 Comment,Q2: Explanations,Q2 Select Index,Q2 Comment,Q3: Helpfulness,Q3 Select Index,Q3 Comment,Q4: Instructor Overall,Q4 Select Index,Q4 Comment,Q5: Organization,Q5 Select Index,Q5 Comment,Q6: Clear Expectations,Q6 Select Index,Q6 Comment,Q7: Content Usefulness,Q7 Select Index,Q7 Comment,Q8: Assignment Value,Q8 Select Index,Q8 Comment,Q9: Feedback,Q9 Select Index,Q9 Comment,Q10: Use of Technology,Q10 Select Index,Q10 Comment,Q11: Learning Climate,Q11 Select Index,Q11 Comment,Q12: Course Overall,Q12 Select Index,Q12 Comment,Q13: Expected Grade,Q13 Select Index,Q13 Comment,Q14: Required or Elective,Q14 Select Index,Q14 Comment,Q15: Workload,Q15 Select Index,Q15 Comment,Q16: Course Strengths,Q16 Select Index,Q16 Comment,Q17: Course Weaknesses,Q17 Select Index,Q17 Comment,Q18: Improvements to be Made,Q18 Select Index,Q18 Comment
357274,2017-12-01T16:16:48.528546,Agree,3,,Strongly Agree,4,,Strongly Agree,4,,Neutral,2,Most of the info taught i had already learned in school prior with a few exceptions.,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Above 90,5,,Elective,1,,Much less than 10 hours,0,,,,Basic Computer skills and organised learning,,,Simplistic concepts,,,I would have loved to have seen a higher focus on actual coding languages such as python or java touched on in order to better help people understand computers.
359266,2017-12-03T02:01:22.619264,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Strongly Agree,4,,Agree,3,,80-90,4,,Elective,1,,Less than 10 hours,1,,,,Very organized,,,,,,
349938,2017-11-29T22:33:00.026363,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Disagree,1,,Above 90,5,,Elective,1,,Much less than 10 hours,0,,,,Easy and its online so I don't have to go to class,,,"Unless your in computer science or some kind of computer related field, this class is pretty much useless and 95% of the material is boring hell",,,"The teaching was fine, but I wish we didn't have to do excel, it was so unnecessarily difficult for what it is"
362186,2017-12-04T18:36:57.498030,,,,Agree,3,,Agree,3,,,,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,,,,,,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,,,,,,,
360152,2017-12-04T02:29:10.557810,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Disagree,1,,Agree,3,,Neutral,2,,Agree,3,,60-70,2,,Elective,1,,Around 10 hours,2,,,,,,,,,,
363375,2017-12-04T22:17:13.461828,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Above 90,5,,Elective,1,,Much less than 10 hours,0,,,,,,,,,,
309785,2017-11-20T18:55:33.093356,Strongly Agree,4,,Disagree,1,,Agree,3,,Agree,3,,Neutral,2,,Strongly Agree,4,,Agree,3,,Agree,3,,Disagree,1,,Agree,3,,Agree,3,,Agree,3,,70-80,3,,,,,Around 10 hours,2,,,,Good support from TA's and discussion groups. ,,,"Some units were only reading. 
Some of the most complicated units/lessons are not applicable to every day life. 
Some of the dates changed/were confusing. 
There was no clear break for the reading week. ",,,"Have examples/ hands on parts for all units like the lecture content for all excel units. 
"
325991,2017-11-24T01:18:42.090905,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Above 90,5,,Elective,1,,Less than 10 hours,1,,,,,,,,,,
359611,2017-12-03T19:08:51.296727,,,I don't understand this question or how it applies,Agree,3,,,,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,,,,Agree,3,,,,I don't understand this question or how it applies to an online class,Agree,3,,80-90,4,,Elective,1,,Much less than 10 hours,0,Maybe 2-3 hours on average,,,Great explanations and analogies helped me understand the abstract concepts being taught.,,,"Some of the assignments were MUCH more time consuming than others. Some weeks took me 30-60 minutes, others took me several hours so it felt pretty inconsistent, and since the content only opened at the start of the week, it was sometimes difficult to fit in. Maybe making the weekly content available earlier would be helpful for some students.",,,
352450,2017-11-30T15:23:54.163090,Agree,3,,Agree,3,,,,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Above 90,5,,Elective,1,,Around 10 hours,2,,,,Lots of useful information that can be applied to everyday life and understanding technology. ,,,,,,
326755,2017-11-24T14:48:13.963612,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,70-80,3,,Elective,1,,Much less than 10 hours,0,,,,"The organization of content, useful application based assignments",,,-,,,-
344398,2017-11-29T17:46:15.233438,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Neutral,2,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Above 90,5,,Elective,1,,Much less than 10 hours,0,,,,The video lessons are extremely helpful and clear.,,,The prof isnt available for asking questions during the online lectures.,,,The transcripts for the last few assignments couldve been better.
363410,2017-12-04T22:24:21.045663,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Above 90,5,,Elective,1,,Much less than 10 hours,0,,,,"Video format worked really well, the instructor was very engaging in his presentation. Loved the memes. :D",,,Nothing.,,,"Nothing really, it is perfect the way it is."
348536,2017-11-29T20:50:47.177263,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Above 90,5,,Elective,1,,Much less than 10 hours,0,,,,Learn useful skills,,,Inconvenient to ask questions,,,
351816,2017-11-30T08:44:01.314152,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,,,,,,,
316496,2017-11-22T14:31:04.847723,Agree,3,,Agree,3,,Neutral,2,,Neutral,2,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,Less than 10 hours,1,,,,,,,,,,
348450,2017-11-29T20:46:23.892723,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Above 90,5,,Elective,1,,More than 10 hours,3,,,,,,,,,,
309206,2017-11-20T17:11:48.894167,Agree,3,,Neutral,2,,,,,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,80-90,4,,Required,0,,Less than 10 hours,1,,,,,,,,,,
311447,2017-11-21T13:15:38.983551,Neutral,2,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Above 90,5,,Elective,1,,Much less than 10 hours,0,,,,,,,,,,
326139,2017-11-24T02:36:07.458200,Neutral,2,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Above 90,5,,Elective,1,,Much less than 10 hours,0,,,,- I found the YouTube videos very easy to understand - I always look forward to watching them instead of reading the required modules,,,N/A,,,N/A
361976,2017-12-04T17:43:26.797223,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,Interesting assignments and fun learning activities and modules.,,,Not much information regarding practice for the final exam (practice questions given with no answers),,,Keep it up but make finals studying a little easier by providing answers.
316299,2017-11-22T08:28:28.974607,Strongly Agree,4,,Agree,3,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Above 90,5,,Elective,1,,Around 10 hours,2,,,,,,,,,,
348037,2017-11-29T20:24:06.697663,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,80-90,4,,Elective,1,,Around 10 hours,2,,,,I think the strengths of this course is the mix of both reading content and videos for the modules. I think That this really helped to shake things up and make it more interesting. ,,,I did not think that this course had any weaknesses. ,,,I do not know anything specifically that could be done to improve teaching of the course. Maybe allowing us to see the quizzes and what we got wrong. Or the solutions to the quizzes . 
311770,2017-11-21T13:46:29.019797,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,70-80,3,,Elective,1,,Less than 10 hours,1,,,,,,,,,,
324966,2017-11-23T20:49:26.090364,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Neutral,2,The format of lecture was varying week to week. Continuity would have been nice (i.e. all youtube videos),Agree,3,,Neutral,2,"In CSS module, I did not know how to START the CSS document. Maybe that was obvious, but I struggled with getting ti started. ",Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,80-90,4,,Elective,1,,Around 10 hours,2,,,,The content of this course is the greatest strength. Will be using this content in future courses and jobs in the future!,,,"Sometimes I feel like the lecture content was ""scattered"" and didn't provide all the info I needed for my assignments.",,,"See above comments: In CSS module, I did not know how to START the CSS document. Maybe that was obvious, but I struggled with getting ti started. "
348749,2017-11-29T21:05:18.613345,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Above 90,5,,Elective,1,,Around 10 hours,2,,,,,,,,,,
349275,2017-11-29T21:26:18.575513,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Strongly Agree,4,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,Less than 10 hours,1,,,,Very organised and useful videos. The assignments were very helpful in applying the knowledge I had gained that week.,,,,,,
352433,2017-11-30T15:22:20.329892,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,80-90,4,,Elective,1,,Around 10 hours,2,,,,,,,,,,
311890,2017-11-21T14:11:25.029203,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Neutral,2,,Agree,3,,Above 90,5,,Elective,1,,Around 10 hours,2,,,,"The material that was taught is very applicable to everyday life, as well as to co-op terms. ",,,N/A,,,N/A
330073,2017-11-26T23:19:10.198222,Disagree,1,,Disagree,1,,Neutral,2,,Disagree,1,,Agree,3,,Disagree,1,,Neutral,2,,Disagree,1,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,,,,,,,
349217,2017-11-29T21:22:07.228793,Neutral,2,,Disagree,1,"For the Excel unit, the explanations were good. Other than that - the HTML unit was OK but not detailed enough to provide a good understanding. The part about span and div I really did not understand from the lecture content and I went to external websites to try to figure it out. The units about how the Internet works and the final Internet security module sometimes really confused me with the numerous analogies that are used instead of directly explaining how those things work.",Neutral,2,,Neutral,2,,Disagree,1,"Some modules were just HTML sites and some modules had videos and transcripts. Some more consistency or some PDF notes would be nice. Also, the transcripts and closed captioning on the videos was full of errors. I had no sound on my computer so I was relying on these but there were a few times where I was confused by these errors. I imagine someone who is hard of hearing would have a difficult time with this as well.",Disagree,1,,Neutral,2,,Agree,3,,Strongly Disagree,0,Feedback on assignments consists of a less than one sentence comment on the dropbox folder. Completely unhelpful. Solutions are posted but they are more like a marking rubric than actual solutions. ,Neutral,2,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,,,,The modules could definitely be more accessible as I said above. The feedback was lacking as well.,,,
361345,2017-12-04T16:14:47.426156,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,"Teacher is funny, can keep students interested
Quizzes are fair. ",,,Don't know lol didn't find anything bad on it. Hopefully finals is also good,,,Can't think of anything
317203,2017-11-22T16:06:03.266107,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Above 90,5,,Elective,1,,Around 10 hours,2,,,,,,,,,,
355766,2017-11-30T23:37:14.430074,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,,,,,,,
359602,2017-12-03T19:03:09.557858,Neutral,2,,Agree,3,,,,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Agree,3,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,80-90,4,,Required,0,,Much less than 10 hours,0,,,,,,,,,,
359291,2017-12-03T02:37:28.866070,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Neutral,2,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,70-80,3,,Required,0,,Less than 10 hours,1,,,,time consuming on working assignments,,,,,,
333326,2017-11-27T19:59:05.246886,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,,,,Strongly Agree,4,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,Less than 10 hours,1,,,,"Organization, humour within lessons, clarity of presentation.",,,None,,,Perhaps a few additional examples for the HTML and .JS sections each time an example is presented.
349987,2017-11-29T22:41:12.570180,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Disagree,1,,Agree,3,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,Good interactive assignments,,,Quiz feedback,,,Instead of a video transcript provide a content transcript without the times and in paragraph format 
353195,2017-11-30T16:29:08.337321,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Neutral,2,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,70-80,3,,Elective,1,,Less than 10 hours,1,,,,,,,,,,
324621,2017-11-23T20:28:25.667029,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,70-80,3,,Elective,1,,Less than 10 hours,1,,,,,,,,,,
361563,2017-12-04T16:36:54.411194,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,,,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,,,,,,,
363226,2017-12-04T21:46:30.665955,,,,Agree,3,"Some of the content is video and some are via notes posted online. I think that it would have been better if all modules had both, even the http module. Especially",,,,Agree,3,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Neutral,2,,Agree,3,,70-80,3,,Elective,1,,Less than 10 hours,1,,,,,,,,,,"Having written notes to complement the video classes, or vice versa would be very helpful."
348123,2017-11-29T20:30:15.388361,Agree,3,,Disagree,1,,Strongly Disagree,0,,Neutral,2,,Agree,3,,Agree,3,,Neutral,2,,Strongly Agree,4,,Disagree,1,,Neutral,2,,Neutral,2,,Disagree,1,,80-90,4,,Elective,1,,Much less than 10 hours,0,,,,,,,,,,Having practice final exam for students
318922,2017-11-22T19:37:10.964468,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,Around 10 hours,2,,,,,,,,,,
329043,2017-11-25T03:51:50.491847,Agree,3,,Agree,3,,Neutral,2,,Strongly Agree,4,,Strongly Agree,4,,Strongly Agree,4,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,Less than 10 hours,1,,,,,,,,,,
339999,2017-11-28T20:09:23.212387,Neutral,2,,Agree,3,,,,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,Around 10 hours,2,,,,"Providing a good way to introduce computer science
",,,,,,
346537,2017-11-29T19:21:20.204567,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,Neutral,2,,70-80,3,,Elective,1,,Much less than 10 hours,0,,,,,,,,,,
356246,2017-12-01T02:05:05.113474,Agree,3,,Disagree,1,,Neutral,2,,Neutral,2,,Agree,3,,Neutral,2,,Agree,3,,Agree,3,,Strongly Disagree,0,,Neutral,2,,Agree,3,,Agree,3,,80-90,4,,Elective,1,,More than 10 hours,3,,,,"Learned how to create html quizzes, learned about CS terms",,,"Instructions were unclear at times. More examples should be given of assignments, especially html and css units. In addition, html and css were not taught well. Assignments were hard to do, and had to learn by myself using external resources. I disliked video modules, they were hard or me to understand.  ",,,"For the modules that have video content, I learn better when I read. The transcripts are vague, maybe include a document with explanations/content for that module so people who prefer reading can choose that way to learn the content. "
